player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
510396,CB,76,7.4,32.0,37.5,52.8,70.1,34.4,76.3,77.1,71.3,RB,77.1
511021,LW,73,28.4,64.2,65.8,68.3,43.2,76.1,51.4,52.6,12.1,CAM,76.1
581781,CM,75,8.5,43.3,47.3,77.7,74.7,59.6,65.4,63.4,36.0,CM,77.7
670717,CDM,72,9.3,39.6,43.6,69.3,75.2,51.7,63.8,63.2,42.4,CDM,75.2
864799,CDM,72,8.8,38.0,42.2,72.0,75.9,52.0,67.2,66.5,49.6,CDM,75.9
38607,LW,75,26.9,70.2,73.1,70.4,47.1,75.7,53.9,54.0,10.8,CAM,75.7
62415,CDM,70,12.8,27.0,27.7,74.0,75.1,46.1,57.2,55.7,35.2,CDM,75.1
160561,CB,73,8.0,23.9,26.0,52.8,75.5,33.0,63.3,63.6,71.0,CDM,75.5
164231,RB,63,11.8,49.5,52.7,59.1,61.8,54.3,73.3,71.0,45.5,LB,73.3
180805,CM,69,11.8,48.6,51.7,75.0,66.1,63.5,55.2,54.5,34.8,CM,75.0
236041,CDM,72,9.1,25.6,28.4,72.4,76.8,45.2,59.6,59.7,45.6,CDM,76.8
238950,LW,71,26.0,65.7,67.9,63.4,49.6,73.7,56.3,57.7,12.7,CAM,73.7
239099,CB,70,9.5,34.5,38.7,63.9,74.5,43.4,72.1,72.4,62.3,CDM,74.5
240219,RB,71,8.6,40.1,44.6,61.0,65.2,43.1,75.2,76.8,50.2,RB,76.8
339816,LW,73,37.1,72.5,75.0,56.5,27.1,75.4,26.3,26.9,13.8,CAM,75.4
351955,CB,76,7.6,37.8,41.0,59.5,75.3,44.6,74.1,73.3,58.8,CDM,75.3
354352,RB,75,8.7,37.7,42.3,62.4,70.1,42.7,76.9,77.2,44.2,RB,77.2
367992,LW,76,53.6,73.6,74.0,59.7,31.5,78.0,36.4,36.9,8.7,CAM,78.0
386755,LB,68,11.2,42.4,45.8,63.6,69.1,49.0,74.0,73.7,45.7,LB,74.0
388382,ST,69,63.9,75.4,71.5,29.4,12.5,70.1,19.8,24.2,12.1,LW,75.4
392516,LB,74,9.9,46.4,51.2,64.5,64.4,51.8,76.1,75.5,35.9,LB,76.1
392570,LB,70,11.2,51.7,56.2,64.5,61.3,56.1,74.8,74.2,34.9,LB,74.8
395295,ST,62,76.6,66.2,62.2,20.0,9.5,60.0,11.5,15.0,23.0,ST,76.6
412649,RB,64,11.9,40.6,44.5,59.3,67.5,40.8,72.7,72.6,53.3,LB,72.7
418571,CM,67,62.3,69.5,70.4,60.9,30.0,76.4,21.8,20.6,9.7,CAM,76.4
434433,ST,75,78.8,61.9,57.8,25.3,12.4,63.9,9.4,13.6,10.0,ST,78.8
442703,CDM,70,9.6,33.4,35.7,66.1,75.7,46.8,59.7,59.2,45.8,CDM,75.7
488996,CM,68,19.1,49.1,52.7,74.5,57.7,66.6,53.0,51.1,13.6,CM,74.5
537142,RW,69,10.9,56.4,60.7,72.1,67.5,63.7,73.3,72.2,32.9,LB,73.3
545538,LW,72,64.5,77.7,77.0,44.2,17.2,73.2,34.8,37.3,8.6,LW,77.7
555106,CAM,69,62.8,64.1,64.4,55.0,29.0,74.5,22.4,25.3,12.2,CAM,74.5
583046,CM,60,13.2,23.5,25.4,64.8,73.3,45.6,49.3,47.9,59.9,CDM,73.3
642002,CDM,68,9.9,32.6,35.4,62.6,74.9,45.5,60.5,60.1,58.8,CDM,74.9
649490,RW,66,14.9,69.1,72.3,56.6,41.1,69.4,64.0,67.6,17.6,RW,72.3
674806,RW,68,14.0,45.9,48.1,73.8,63.1,64.4,61.7,61.8,15.2,CM,73.8
692209,CM,71,34.1,42.6,44.4,74.7,57.9,63.6,46.3,47.2,13.2,CM,74.7
728485,RB,68,10.9,39.8,42.9,60.5,70.9,49.0,73.9,73.3,54.2,LB,73.9
731525,ST,61,77.5,59.7,55.4,23.4,12.6,59.0,8.8,12.9,25.1,ST,77.5
805696,RB,65,11.1,40.2,44.0,53.1,64.0,41.6,73.0,72.6,64.1,LB,73.0
805886,CB,68,9.7,15.8,18.2,34.9,62.8,18.0,55.3,56.4,77.4,CB,77.4
836441,CB,72,8.4,16.5,18.1,28.6,63.7,16.0,57.8,58.6,78.8,CB,78.8
214715,CDM,67,10.9,37.5,41.0,64.7,73.8,49.1,68.9,69.0,48.4,CDM,73.8
230845,RW,68,13.3,64.4,68.1,70.4,58.4,72.5,69.1,67.5,16.9,CAM,72.5
235755,CM,65,12.3,53.6,58.1,70.8,63.1,64.5,73.0,72.8,33.0,LB,73.0
264796,CB,67,10.5,32.7,35.9,59.7,74.0,42.1,64.8,63.5,66.4,CDM,74.0
322798,CB,66,9.3,15.1,16.9,22.6,56.4,13.4,51.5,51.9,78.5,CB,78.5
123261,CB,66,9.4,25.1,27.3,67.7,75.7,44.9,53.7,54.3,67.0,CDM,75.7
160986,CB,71,8.3,18.6,23.2,43.9,68.1,22.9,57.7,57.7,79.3,CB,79.3
187384,LW,71,35.5,70.9,70.4,59.1,37.1,76.2,34.0,35.6,10.8,CAM,76.2
195335,CDM,70,10.8,37.3,39.6,75.8,74.6,56.6,64.6,63.0,41.7,CM,75.8
312341,CB,71,8.5,22.1,25.0,41.8,70.3,25.3,66.0,67.3,75.5,CB,75.5
313477,RB,69,11.2,47.0,51.3,59.0,60.3,50.2,74.2,75.1,32.7,RB,75.1
340707,RB,73,10.0,47.4,51.7,73.0,72.1,57.6,74.8,73.7,37.2,LB,74.8
345189,CB,69,13.1,8.5,9.2,33.5,65.5,14.5,46.7,47.9,78.9,CB,78.9
392545,ST,70,76.1,63.9,60.5,18.1,11.4,58.4,24.9,29.4,13.1,ST,76.1
407265,RW,72,24.8,63.2,65.7,68.2,48.6,74.9,51.9,50.1,12.3,CAM,74.9
