player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
993136,CB,58,46.2,13.2,24.6,29.0,46.3,9.9,61.1,57.5,67.4,CB,67.4
1025981,CB,59,49.1,2.0,7.6,19.3,47.1,8.7,48.6,46.6,68.9,CB,68.9
1034532,LW,56,34.7,67.1,66.0,30.7,9.7,59.0,22.9,18.3,0.0,LW,67.1
1042884,CM,54,35.3,62.8,63.6,54.4,35.7,67.7,40.0,36.2,3.8,CAM,67.7
1046648,CB,55,44.9,5.9,12.6,40.1,53.1,22.3,45.9,42.5,66.7,CB,66.7
1048392,CM,52,42.7,36.6,38.3,63.2,51.2,59.6,43.6,28.1,9.1,CM,63.2
1070642,CM,54,45.1,46.4,45.7,53.6,24.3,65.7,20.6,10.5,14.0,CAM,65.7
1130086,CB,57,45.8,3.7,13.3,44.4,58.8,24.8,49.3,46.0,66.5,CB,66.5
56490,ST,66,73.3,63.5,60.2,33.7,13.0,64.2,11.8,5.6,24.0,ST,73.3
127048,ST,75,77.5,77.4,71.7,43.5,11.5,74.5,14.6,8.6,15.9,ST,77.5
129586,LB,73,40.1,60.3,54.2,60.9,65.0,48.4,75.2,76.4,20.1,RB,76.4
181380,LB,76,34.5,54.5,49.5,65.2,71.2,46.1,77.6,79.0,21.8,RB,79.0
203348,CB,79,57.0,21.8,20.2,57.4,78.7,27.2,76.7,79.0,75.9,RB,79.0
203516,CDM,72,57.7,18.7,21.0,63.8,75.4,41.8,55.7,54.1,59.6,CDM,75.4
265990,RB,60,52.0,54.5,56.1,14.1,27.2,31.5,68.0,61.4,16.5,LB,68.0
289404,LW,71,62.5,75.8,73.3,52.3,24.5,76.4,29.1,26.9,8.0,CAM,76.4
289432,CB,71,54.1,7.1,15.6,46.2,64.1,20.4,53.6,51.9,74.5,CB,74.5
289510,CM,70,44.4,70.6,65.7,73.7,62.1,75.2,60.6,55.0,16.0,CAM,75.2
344869,ST,80,81.2,57.5,56.1,39.6,21.8,67.5,9.8,3.0,36.9,ST,81.2
381968,CAM,68,52.3,71.8,70.7,55.8,30.0,73.2,31.4,25.5,6.1,CAM,73.2
395685,RB,72,42.9,24.7,32.1,36.0,63.3,16.2,75.0,72.7,57.9,LB,75.0
399369,CDM,71,33.8,16.7,14.6,66.3,75.0,40.3,51.5,48.9,41.6,CDM,75.0
423678,ST,74,61.2,78.9,77.0,49.0,20.7,76.4,25.1,22.0,3.2,LW,78.9
511802,CB,66,52.2,2.8,9.7,36.8,55.7,17.0,46.1,44.1,72.6,CB,72.6
1016015,CDM,68,48.2,11.7,17.9,55.5,72.5,29.3,58.4,55.4,70.1,CDM,72.5
349599,LB,80,27.6,42.7,36.0,54.4,65.7,25.6,79.3,81.5,23.9,RB,81.5
491616,CB,71,51.6,6.5,13.8,29.4,53.4,15.6,50.1,48.3,76.1,CB,76.1
568005,LW,69,51.7,74.2,72.1,50.3,28.5,72.5,33.3,29.2,6.8,LW,74.2
659804,LW,70,47.8,74.5,73.1,44.0,22.0,69.5,30.3,28.6,3.7,LW,74.5
659813,CB,81,48.6,17.5,22.9,57.9,75.5,27.5,77.9,80.5,74.8,RB,80.5
661171,CB,78,48.3,12.5,21.9,53.3,71.2,25.2,67.0,65.9,78.1,CB,78.1
